number,title,state,labels,createdAt,closedAt,body_excerpt
2295,是否可以支持gpt-image-2 同时输出多个图片,OPEN,,2026-05-08T12:35:05Z,,你好，现在sub2api 无法支持同时输出多个图片，默认都是1 gpt-image-2 官方 Image API 支持单次请求 n > 1 返回多张图，但当前 sub2api 只在 API Key 直连 Images API 路径透传 n；在 OAuth/Codex Responses 桥接路径会主动降级为单图。  证据：  openai_images.go (line 226) 解析 JSON 和 multipart 的 n，默认 1。  openai_images.go (line 611) API Key 路径转发原始 body，只改写 model，n 不会被删除。  openai_images_responses.go (line 204) OAuth 路径构造 Responses image tool 请求，但没有写入 n。  openai_images_responses.go (line 941) OAuth 路径遇到 parsed.N > 1 会记录 warning：回退到 n=1。  openai_images_test.go (line 1111) 测试名明确是 D
2293,GPT-5.4/GPT-5.5 长上下文计费未对 cache_read_tokens 应用倍率,OPEN,,2026-05-08T11:51:00Z,,"```md 标题：GPT-5.4 长上下文计费未对 cache_read_tokens 应用倍率  ## 问题  `gpt-5.4` 命中长上下文计费后，后端目前只对 `input_tokens` 和 `output_tokens` 应用了长上下文倍率，没有对 `cache_read_tokens` 应用同样的倍率。  这会导致：  - `cache_read_cost` 偏低 - usage tooltip 中缓存读取单价展示错误 - 本应显示 `$0.5 / 1M Token`，实际显示为 `$0.25 / 1M Token`  ## 复现示例  某条 usage 数据：  - input tokens: `408` - output tokens: `1,019` - cache read tokens: `320,896`  当前缓存读取成本显示为：  ```text $0.080224 ```  但按 GPT-5.4 长上下文逻辑，预期应为：  ```text 320,896 * 0.25e-6 * 2 = 0.160448 ```  即展示单价应为：  ```text $0"
2292,BUG 设置了支付宝方式，首个二维码加载出来是假的，扫不了,OPEN,,2026-05-08T11:10:35Z,,支付宝方式，首个二维码加载出来是假的，要点下面的重新生成跳到商家收银台才能正常扫码支付
2291,Cache Hit Rate 的计算方式有误,OPEN,,2026-05-08T10:22:53Z,,"<img width=""989"" height=""282"" alt=""Image"" src=""https://github.com/user-attachments/assets/cb0e5eaf-94e4-4187-95fb-bead41272d0a"" />  <img width=""340"" height=""162"" alt=""Image"" src=""https://github.com/user-attachments/assets/767d7360-04d5-4c9f-921c-f372cb9bab9c"" />  OpenAI  OAuth, token 统计中 read 是不包含 cache read 的，现在看起来 cache hit rate 是用 cache read / read 了，导致这个 值始终是 100%。"
2287,为什么open ai授权之后一直是访问拒绝,OPEN,,2026-05-08T09:05:52Z,,我用team号去授权，获取授权连接连接了codex 然后就访问拒绝了 ，获取不了oa授权，几百个账号一个都授权不了
2285,通过openai转出来的claude无法在cherry-studio用,OPEN,,2026-05-08T07:36:56Z,,分组开启OpenAI Messages 调度配置之后在claude code中使用正常，但是在cherry-studio用不了claude-opus的模型操作
2284,[Feature] Support API Key provisioning via environment variables / docker-compose,OPEN,,2026-05-08T07:09:01Z,,"## Problem  Currently, API Keys can only be created and managed through the web UI (Admin Dashboard → API Keys page). This makes server migration extremely painful:  1. Deploy sub2api on new server 2. Log in to the admin panel 3. Manually create each API key one by one 4. Copy each key 5. Update every downstream service/client that uses the old key with the new one 6. Tell teammates to update their keys  When you have dozens of keys across multiple services, this manual process is error-prone an"
2283,一直报这个错,OPEN,,2026-05-08T07:03:55Z,,"<img width=""1191"" height=""285"" alt=""Image"" src=""https://github.com/user-attachments/assets/7f50c09c-ab05-4ac5-b98a-efc6d4109950"" />"
2281,v0.1.125版本切换微信支付，不显示已配置的微信支付渠道，控制台报错,OPEN,,2026-05-08T05:32:18Z,,"未开启微信支付时，有微信支付服务商 <img width=""944"" height=""456"" alt=""Image"" src=""https://github.com/user-attachments/assets/c60d9ed6-e070-4591-b196-7e8647d8a5c2"" /> 开启微信支付时，不展示已配置的微信支付服务商，控制台报错 <img width=""1839"" height=""624"" alt=""Image"" src=""https://github.com/user-attachments/assets/0b9854be-3ff1-4b2e-b579-6346da26482e"" />"
2280,vscode codex插件会莫名调用生成图片,OPEN,,2026-05-08T05:21:54Z,,"用户没有使用生图的东西，后台记录显示有生图  然后就会长时间卡死，最后报错 stream disconnected before completion: Transport error: network error: error decoding response body   <img width=""643"" height=""127"" alt=""Image"" src=""https://github.com/user-attachments/assets/59f96fc5-0f79-454c-a90a-2db7b37e6069"" />"
2279,v0.1.125版本openai格式账户上游对接deepseek 报错500,OPEN,,2026-05-08T05:18:26Z,,"之前的版本openai格式的账户可以自定义除gpt之外的模型名称，v0.1.125版本对接deepseek报错。 Account test error: API returned 500: {""error"":{""message"":""not implemented ..."",""type"":""rix_api_error"",""code"":""convert_request_failed""}}"
2278,请求上游和接收请求的能不能分开部署,OPEN,,2026-05-08T04:50:04Z,,目的： 单独部署用户记账，限流等用户端配置。 部署多个对接上游的服，放不同地区。这部分只涉及和上游交互，不涉及用户部分。 
2277,透明底生图失败,OPEN,,2026-05-08T04:01:28Z,,<!-- 使用 Unicode 转义避免终端编码问题 -->  ### 问题 透明底图片生成会失败。  ### 现象 - `gpt-image-1.5` 普通生图可成功 - `gpt-image-2` 普通生图可成功 - 只有请求透明底输出时失败，返回 `upstream_error`  ### 期望 支持透明底输出的模型，应能正常返回透明 PNG/WebP。  ### 备注 看起来是网关/路由在透明底参数链路上出了问题，而不是模型不可用。
2276,Invalid issue - closed,CLOSED,,2026-05-08T03:51:41Z,2026-05-08T03:57:56Z,This issue was opened by mistake and has been closed.
2275,现在金额展示的默认$符号，可以改成支持在后台配置吗：,OPEN,,2026-05-08T02:42:43Z,,现在金额展示的默认$符号，可以改成支持在后台配置吗？便于国内使用降低认知成本
2274,[feat] 查看模型列表：API 密钥 > 建议增加显示模型清单,OPEN,,2026-05-08T01:33:43Z,,"虽然系统提供了 models 接口给第三方直接使用，但是在系统里最好可以在每个API密钥后面可以点击查看模型列表。  每个API Key 设置的分组可能不一样，所以在后面操作区域新增一个操作，点击弹框显示。  <img width=""1950"" height=""342"" alt=""Image"" src=""https://github.com/user-attachments/assets/189109dc-5b2d-4db7-8af2-067a8de6e525"" />  另外，Key 列表的分组快速切换小弹框，建议增加每个分组下的模型列表显示：  <img width=""1218"" height=""832"" alt=""Image"" src=""https://github.com/user-attachments/assets/bc5e0fa6-1529-4b0c-928f-223328b2b076"" />"
2270,CC Switch import for OpenAI/Codex misses model parameter and falls back to gpt-5-codex,CLOSED,,2026-05-07T17:35:37Z,2026-05-11T08:12:49Z,"### Version v0.1.125  ### Problem When importing an OpenAI platform API key to CC Switch from the user API keys page, sub2api generates a `ccswitch://v1/import` deeplink without a `model` parameter.  CC Switch then falls back to its own default model, currently `gpt-5-codex`. This makes the imported Codex provider use `gpt-5-codex`, while sub2api"
2268,feat(risk-control): expose moderation category thresholds in admin UI,OPEN,,2026-05-07T15:53:32Z,,## 背景  `v0.1.124` / `v0.1.125` 新增的风控中心内容审计很好用，当前可以在后台配置启用状态、模式、OpenAI Base URL、Moderation Key、采样率、审计范围、运行队列、通知和日志保留。  在实际试跑时，审计结果面板会展示每个分类的分数和阈值，例如：  - `violence 84.9% / 95.0%` -> 未命中 - `illicit 95.4% / 95.0%` -> 命中阈值  但目前后台 UI 里似乎没有入口调整这些分类阈值。  ## 需求  希望在「风控中心 -> 内容审计设置」里新增一个“分类阈值”配置入口，允许管理员按分类调整 moderation threshold，例如：  - harassment - harassment/threatening - hate - hate/threatening - illicit - illicit/violent - self-harm - self-harm/intent - self-harm/instructions - sexual - sexual/minors - 
2267,日志中为什么输入token=1,CLOSED,,2026-05-07T15:33:45Z,2026-05-08T05:47:24Z,"@Wei-Shaw hi 请问一下这个输入token为什么为1，这个逻辑是什么，麻烦帮忙解释下，谢谢~  <img width=""1324"" height=""454"" alt=""Image"" src=""https://github.com/user-attachments/assets/cadef121-f913-4cf4-98a5-95808af27d26"" />"
2262,"建議: 新增可以更改""角色""的參數",OPEN,,2026-05-07T13:12:23Z,,希望可以允許添加多位管理員並且訪問系統設置
2261,bug: v0.1.125 已知介面上的問題,OPEN,,2026-05-07T13:10:30Z,,"1. 系统设置上方選單條的""數據備份""不在介面容器內。 2. 編輯個人資料的更新資料會將原有頭像覆蓋掉。"
2260,cc的缓存存在问题,OPEN,,2026-05-07T12:40:34Z,,"<img width=""924"" height=""652"" alt=""Image"" src=""https://github.com/user-attachments/assets/9ee3666b-be18-44bc-af05-47e95b53dbc2"" />  时不时就失效"
2259,bug：新版本v0.1.125 在claude code中请求报错,OPEN,,2026-05-07T12:33:17Z,,"报错信息：  API Error: 400 No tool call found for function call output with call_id call_dehMEXVAXjYgIgj2Jz8qOpI1.  <img width=""1818"" height=""258"" alt=""Image"" src=""https://github.com/user-attachments/assets/ae7bb42d-c859-471e-8b02-55e0570aa1b2"" />"
2258,紧急: OpenAI 账号 429 冷却时间误判（瞬时突发限流被当成用量限流），导致长时间 503,OPEN,,2026-05-07T12:15:06Z,,"- 问题从五一节后开始频繁出现 - 当前 sub2api 版本为 v0.1.125，问题依然存在   ## 现象  客户端持续收到 503 错误：  ``` 503 Service Unavailable: Service temporarily unavailable ```  后端管理页面显示账号被限流（429），需要等待数小时才能自动恢复。但此时上游 API 实际已无错误。手动点击""恢复状态""按钮后，账号立即恢复正常，请求正常通过。  ## 根因分析  ### 核心问题：429 冷却时间误判（`calculateOpenAI429ResetTime`）  **位置：** `ratelimit_service.go:974` `calculateOpenAI429ResetTime`  OpenAI Codex 响应头中有两套用量窗口： - Primary（7d 周限）：`x-codex-primary-used-percent` / `x-codex-primary-reset-after-seconds` - Secondary（5h 限）：`x-codex-secondary"
2256,如何设置一个key 或者不同的模型设置到一个分组呢,OPEN,,2026-05-07T10:39:19Z,,比如 我同时有claude gpt gemini 的订阅 目前没办法设置到一个里面吗 因为有些工具不支持设置多个api地址 但是可以设置多个模型。
2254,image2.0测试一直失败啊,OPEN,,2026-05-07T10:10:12Z,,Tool choice 'image_generation' not found in 'tools' parameter.  
2253,账号批量导入的问题,OPEN,,2026-05-07T09:47:13Z,,批量导入没有模版吗，现在是导出然后修改相应的字段值 在导入 用不了 提示403，改了id token那些也不行
2252,Gemini的Vertex渠道没有通过代理网络进行网络请求导致连通性问题,CLOSED,,2026-05-07T09:44:26Z,2026-05-11T08:12:22Z,"## 问题 在帐号管理模块增加了Gemini的Vertex渠道，并如图设置了代理，但是进行测试和使用的时候这个渠道并没有经过网络代理进行请求，导致请求失败。  Gemini的`API密钥`渠道或者`OAuth`方式设置代理后均可正常工作,只有`Vertex`渠道方式没有遵循代理设置进行网络请求。  ### Vertex设置截图 <img width=""1129"" height=""1232"" alt=""Image"" src=""https://github.com/user-attachments/assets/483bdf9b-1c9a-44c8-a1c9-d086d8423607"" />  ### Gemini API密钥渠道帐号请求时代理后台情况 从代理后台日志可见API方式是正常有请求进入的 <img width=""1207"" height=""263"" alt=""Image"" src=""https://github.com/user-attachments/assets/ee49f973-388b-427d-84d6-8480111955fd"" />  ### Vertex请求报错"
2251,image-2 的edit接口，如传入mask参数则返回失败 502,OPEN,,2026-05-07T09:13:03Z,,"使用 OpenAI 官方 Python SDK 调用 `gpt-image-2` 时：  - `client.images.generate(...)` 正常 - `client.images.edit(...)` 不带 `mask` 正常 - `client.images.edit(...)` 带 `mask` 失败  最小失败调用如下：  ```python from openai import OpenAI  client = OpenAI(     api_key=""REDACTED"",     base_url=""https://YOUR-GATEWAY"" )  with open(""template-preview.png"", ""rb"") as image_file, open(""mask.png"", ""rb"") as mask_file:     result = client.images.edit(         model=""gpt-image-2"",         image=image_file,         mask=mask_file,       "
2250,一个渠道报错导致gpt5.4模型一直502错误,OPEN,,2026-05-07T08:39:36Z,,错误名称: AI_RetryError 错误信息: Failed after 3 attempts. Last error: Upstream request failed 堆栈信息: AI_RetryError: Failed after 3 attempts. Last error: Upstream request failed     at _retryWithExponentialBackoff (file:///C:/Users/ysl003/AppData/Local/Programs/Cherry%20Studio/resources/app.asar/out/renderer/assets/store-DInKt6bT.js:100843:37)     at async streamStep (file:///C:/Users/ysl003/AppData/Local/Programs/Cherry%20Studio/resources/app.asar/out/renderer/assets/store-DInKt6bT.js:104344:109)     at
2249,请教大神们 codex目前会封号吗？,OPEN,,2026-05-07T08:24:11Z,,rt 目前服务部署在US的服务器上，家宽IP，之前用的claude没几天就封了，不知道openai咋样
2248,124版本的Codex 图片生成桥接 默认设置会导致codex无法生图,OPEN,,2026-05-07T07:50:53Z,,124版本的Codex 图片生成桥接 默认设置会导致codex无法生图，必须选强制启用。  并且这个设置只能一个一个账号修改，不支持批量修改。
2246,openai/Anthropic协议转换兼容openai v1/chat/completions格式的需求,OPEN,,2026-05-07T07:09:47Z,,当前协议转换支持： 客户端 /v1/messages → Anthropic Messages 格式     ↓ 转换 OpenAI /v1/responses → Responses API 格式  ← 仅此一条路径     ↓ 转换回 客户端收到 Anthropic Messages 格式响应 是否可以添加支持对openai的/v1/chat/completions格式的兼容？如下： 客户端 /v1/messages → Anthropic Messages 格式     ↓ 转换 OpenAI /v1/chat/completions     ↓ 转换回 客户端收到 Anthropic Messages 格式响应
2245,OpenAI Responses SSE 流未完成时被转发为 HTTP 200 导致 stream closed before response.completed 问题,OPEN,,2026-05-07T06:36:20Z,,> codex 分析的，辛苦check + fix 下  ## 摘要  当客户端通过 sub2api 调用 OpenAI 兼容的 `/responses` 接口，并启用流式输出时，偶发会收到一个 HTTP 200 响应，但 SSE 流在发送终止事件 `response.completed` 之前就提前结束。  对于严格校验 Responses API 流生命周期的客户端，这会被识别为不完整响应，并报出类似错误：  ```text Stream disconnected before completion: stream closed before response.completed ```  疑似问题是：sub2api 在处理上游 SSE 流时，可能只根据 upstream EOF 或 HTTP 200 判断流已正常结束，而没有校验 Responses SSE 是否真的收到了终止事件。  ## 验证状态  该文档中的最小复现模型已在本地做过 handler/service 层验证，验证链路为：  ```text 严格 SSE 客户端行为 -> 本地 sub2api streaming
2242,这个渠道监控模型GPT Image 2有问题,OPEN,,2026-05-07T05:08:29Z,,"GPT Image 2 upstream HTTP 400: {""error"":{""message"":""The 'GPT Image 2' model is not supported when using Codex with a ChatGPT account."",""type"":""invalid_request_error""}}"
2240,Selected model is at capacity. Please try a different model.,OPEN,,2026-05-07T04:03:11Z,,"<img width=""399"" height=""105"" alt=""Image"" src=""https://github.com/user-attachments/assets/42046619-b650-4f43-a109-e5ea3685ac0d"" /> 当前版本 v0.1.123  出现了这个问题。"
2239,0.1.124 升级后如何进行数据库迁移？,CLOSED,,2026-05-07T04:02:20Z,2026-05-10T09:10:44Z,"<img width=""849"" height=""145"" alt=""Image"" src=""https://github.com/user-attachments/assets/18ab418d-a5b7-4025-b7ae-a00160f75604"" /> 我看Releases 里面提到升级后要做数据库迁移，但是没有具体给出操作方法，我是用docker compose部署的"
2237,Bug: /v1/chat/completions returns 401 for Gemini platform groups (OAuth accounts),OPEN,,2026-05-07T02:38:25Z,,## Summary  `/v1/chat/completions` (OpenAI-compatible API) returns 401 when used with Gemini platform groups that have Gemini OAuth accounts. The same API key and account work correctly via `/v1/messages` and `/v1beta/models/{model}:generateContent`.  ## Environment  - sub2api: latest (Docker image `weishaw/sub2api:latest`) - Account type: Gemini OAuth (Google One personal account) - Group platform: `gemini`  ## Steps to Reproduce  1. Create a Gemini platform group with a Gemini OAuth account 2.
2236,部署完登录报404,OPEN,,2026-05-07T02:27:17Z,,"<img width=""518"" height=""152"" alt=""Image"" src=""https://github.com/user-attachments/assets/6d193137-14aa-479f-a26c-01f75d389a69"" />"
2235,能不能支持适配国内的 tokenPlan ？,OPEN,,2026-05-07T01:55:57Z,,
2232,Bug：/v1/images/edits 使用 gpt-image-2 通过 OAuth 账号转发失败,OPEN,,2026-05-06T15:15:06Z,,"## 问题描述  使用 `gpt-image-2` 调用 `/v1/images/edits` 图片编辑接口时失败，sub2api 返回 `502`。  但服务本身是正常的： - `/health` 返回 200 - `/responses` 文本模型请求正常 - `/v1/images/generations` 使用 `gpt-image-2` 曾成功返回 200  所以问题看起来集中在 `/v1/images/edits` 的转发逻辑上。  ## 环境信息  - 部署方式：Docker Compose - 镜像：`weishaw/sub2api:latest` - 运行模式：production - 系统：Windows - 出错接口：`/v1/images/edits` - 模型：`gpt-image-2` - 账号类型：OpenAI OAuth  ## 错误日志  第一次失败时，上游返回了 400：  ```text OpenAI upstream error 400 (account=36 platform=openai type=oauth): {  ""error"": { "
2231,自动刷新令牌log在哪里看呢？ token_refresh_service.go程序 并不打印cycle_completed,OPEN,,2026-05-06T14:37:14Z,,"token_refresh_service.go 这个地方不打印，日志中没有找到相关debug或者info的 cycle_completed信息 	if needsRefresh == 0 && failed == 0 { 		slog.Debug(""token_refresh.cycle_completed"", 			""total"", totalAccounts, ""oauth"", oauthAccounts, 			""needs_refresh"", needsRefresh, ""refreshed"", refreshed, ""skipped"", skipped, ""failed"", failed) 	} else { 		slog.Info(""token_refresh.cycle_completed"", 			""total"", totalAccounts, 			""oauth"", oauthAccounts, 			""needs_refresh"", needsRefresh, 			""refreshed"", refreshed, 			""skipped"", skipped, 		"
2230,希望增加一个批量测活的功能,OPEN,,2026-05-06T12:50:51Z,,当账号很多的时候，没办法知道哪些账号已经401了，很影响体验。
2229,注册页面增加确认密码输入框,OPEN,,2026-05-06T12:37:19Z,,"## 需求描述  当前注册页面（`RegisterView.vue`）只有一个密码输入框，用户输入��次密码即可完成注册。如果用户不小心输错密码，注册成功后就无法登录，只能通过重置密码找回。  ## 建议方案  在注册表单中增加""确认密码""输入框，提交时校验两次输入是否一致，不一致则提示错误、阻止注册。  这是纯前端改动，后端无需变更（仍然只接收一个 `password` 字段）。  ## 参考  当前注册表单位置：`frontend/src/views/auth/RegisterView.vue`  大多数平台注册流程都要求输入两次密码以防误输，建议 sub2api 也加上这个基础体验优化。"
2225,在openwebui中使用gpt-image-2，提示ERROR: Gateway Timeout,CLOSED,,2026-05-06T09:50:49Z,2026-05-06T10:21:21Z,"sub2api在1panel中通过docker部署，使用1panel自带的openresty反代到域名 openresty中的错误日志如下 ``` 2026/05/06 17:29:11 [error] 491#491: *453039 upstream timed out (110: Connection timed out) while reading response header from upstream, client: xxx.xxx.xxx.xxx, server: sub2api.xxx.xxx, request: ""POST /v1/images/generations HTTP/2.0"", upstream: ""http://127.0.0.1:port/v1/images/generations"", host: ""sub2api.xxx.xxx"" ```"
2223,Selected model is at capacity. Please try a different model.,OPEN,,2026-05-06T07:57:30Z,,Selected model is at capacity. Please try a different model.  stream disconnected before completion: Transport error: network error: error decoding response body 很多这种错误，是官方的报错吗？是否考虑加入到重试里面？ 
2221,gpt的订阅等级不更新,OPEN,,2026-05-06T07:48:20Z,,"<img width=""1041"" height=""252"" alt=""Image"" src=""https://github.com/user-attachments/assets/07508dad-68f3-4ad1-96be-2f07d4eba4b2"" /> 账号已经由pro 5x 升级为pro20x ，但是列表上还是显示prolite。 手动触发更新也行，但是没找到地方"
2220,转发 OpenAI 响应接口时需处理 `service_tier` 参数？否则导致 400 错误？,OPEN,,2026-05-06T07:25:47Z,,"<img width=""1219"" height=""693"" alt=""Image"" src=""https://github.com/user-attachments/assets/c5ca76c1-fb84-44c0-bd82-992d15d2124b"" />  ### 问题描述 使用 Cherry Studio 配置 OpenAI 服务商，并通过本中转项目访问 `/v1/responses` 端点时，请求会返回 400 状态码，错误信息为： `{""detail"": ""Unsupported service_tier: auto""}`  Cherry Studio 在最新版本中增加了对 `service_tier` 参数的支持，向 OpenAI 官方发送请求会自动带上 `""service_tier"": ""auto""` 字段。但当前中转程序在转发请求至上游时，并没有剥离或处理该字段，导致上游（OpenAI）无法识别并直接拒绝请求。  ### 复现步骤 1. 在 Cherry Studio 中添加 OpenAI 提供商，API 地址填写为本中转服务的地址。 2. 模型选择 `gpt-5."
2217,[Bug] GPT在CC使用时 subagent 强制 worktree 隔离无法禁用，所有 subagent 调用失败,OPEN,,2026-05-06T07:13:14Z,,"English：  ## Bug Description  When using GPT models (e.g. gpt-5.5) via sub2api in Claude Code, any subagent invocation always attempts to create a worktree isolation environment. This happens even when the project is not a git repository, causing errors and breaking all subagent tasks.  ## Error Message  ``` Error: Cannot create agent worktree: not in a git repository and no WorktreeCreate hooks are configured. Configure WorktreeCreate/WorktreeRemove hooks in settings.json to use worktree isolat"
2216,claude缓存是不是有问题,CLOSED,,2026-05-06T07:05:28Z,2026-05-06T13:21:18Z,"<img width=""1113"" height=""546"" alt=""Image"" src=""https://github.com/user-attachments/assets/de429b68-e276-4427-a7e4-5d2fe10fc4cb"" />  反重力反代的，之前还有缓存读取的，"
2214,支持网页对话,OPEN,,2026-05-06T03:46:21Z,,可以支持gpt网页对话吗？ 或者有没有什么别的方法可以多账号共享，用户会话隔离，页面和gpt 基本一致就可以
2212,SeeDance2 建议支持。,OPEN,,2026-05-06T00:45:21Z,,
2211,bug：账号调度存在问题，严重,OPEN,,2026-05-05T18:45:31Z,,问题描述：  OpenAI类型下账号A：未分配余额类型分组 OpenAI类型下账号B：有分配余额类型分组  使用余额时概率会出现调度到账号A上，还是比较多的 因为不同账号我设置的倍率不一样。调度错误会导致计费问题  
2209,反重力返回的模型太多了,OPEN,,2026-05-05T15:25:43Z,,反重力返回的模型太多了，官方只给用那么几个，优化下呗
2208,OpenAI Codex CLI 在 v0.1.122 /v1/responses 下 reasoning/output token 暴涨,OPEN,,2026-05-05T15:11:00Z,,"## 问题现象  从 `v0.1.119` 升级到 `v0.1.122` 后，Codex CLI 走 OpenAI `/v1/responses` HTTP 链路时出现明显回归：每次工具调用/续请求经常产生 10k-20k output tokens，单次耗时约 200-600 秒。  同样客户端配置在 `v0.1.119` 基本正常，大部分请求 output tokens 为三位数，偶尔上千。  ## 使用环境  - Client: Codex CLI - Model: `gpt-5.5` - Endpoint: `/v1/responses` - Transport: HTTP streaming, not WebSocket - Reasoning effort: `xhigh` - Service tier: fast - 账号路径：OpenAI OAuth / Codex internal path  ## 初步定位  这看起来不是 `v0.1.122` 新增的 raw `/v1/chat/completions` 旁路导致的，因为该场景明确走 `/v1/responses`"
2207,希望可以接入LINUX DO Credit,OPEN,,2026-05-05T13:43:08Z,,rt
2206,bug：新版本添加Anthropic类型账号无法加载分组选择,CLOSED,,2026-05-05T13:22:59Z,2026-05-05T13:56:39Z,"描述：已建好分组，但是添加账号无法加载进来供选择  <img width=""1024"" height=""490"" alt=""Image"" src=""https://github.com/user-attachments/assets/aef86d92-1706-4f83-9928-453d483fafc0"" />  <img width=""1812"" height=""1584"" alt=""Image"" src=""https://github.com/user-attachments/assets/6a7322f9-2942-4a53-aad2-0d2db6065c67"" />"
2205,部署后无法登录,CLOSED,,2026-05-05T13:11:37Z,2026-05-05T13:18:36Z,# ----------------------------------------------------------------------------- # Admin Account # ----------------------------------------------------------------------------- # Email for the admin account ADMIN_EMAIL=1249205951@qq.com  # Password for admin account # Leave empty to auto-generate (will be shown in logs on first run) ADMIN_PASSWORD=a1234567!  设置了以上配置，docker容器重建后进行登录提示：invalid email or password   
2200,postgres_data文件夹越来越大 几十个G了怎么办,OPEN,,2026-05-05T08:47:37Z,,"<img width=""962"" height=""399"" alt=""Image"" src=""https://github.com/user-attachments/assets/86bcab36-e1a1-45a5-876b-e22874f65854"" />  我设置了定时清理数据的 好像没什么用啊  数据保留策略 启用数据清理  清理计划（Cron） 0 4 * * * 例如：0 2 * * * 表示每天凌晨2点  错误日志保留天数 1 分钟指标保留天数 3 小时指标保留天数 3 建议保留 7-90 天，过长会占用存储空间；填 0 表示每次定时清理时清空所有历史"
2199,pro账户登陆无法识别,OPEN,,2026-05-05T08:17:15Z,,"个人账户即有pro也有team，oauth认证明确点击了个人账户，s2a中显示的号是team账号。求教  <img width=""516"" height=""102"" alt=""Image"" src=""https://github.com/user-attachments/assets/d58ba454-163e-4c81-a826-8ea5956c44fb"" />"
2198,有没有朋友 国内模型 在 CC 里 全部 502,OPEN,,2026-05-05T07:42:59Z,,有时好 有时不好，但是在账号列表里 点测试连接，全部成功
2196,发现问题,OPEN,,2026-05-05T07:13:34Z,,"我发现更新到最新版本无法调用gpt-image-2模型，报错upstream HTTP 400: {""error"":{""message"":""The 'GPT Image 2' model is not supported when using Codex with a ChatGPT account."",""type"":""invalid_request_error""}}"
2195,OpenAI WS 模式下 tool_result 与 tool_use 不匹配导致 400 invalid_request_err 高频出现,CLOSED,,2026-05-05T07:04:05Z,2026-05-05T09:21:23Z,## 问题描述  在 OpenAI WebSocket 模式 (`openai_ws_mode=true`) 下，sub2api 转发请求时频繁出现上游 API 返回 `invalid_request_err`：  ``` No tool call found for function call output with call_id call_xxxxx. ```  该错误导致请求直接失败，用户在客户端看到 400 错误。  ## 复现频率  非常高。仅 2026-05-05 当天就出现了 **18 次**同类错误，集中在 `account_id=8`，时间跨度从 00:04 到 14:54。  ## 环境  - sub2api 版本: `sub2api:latest` (Docker) - 运行模式: OpenAI WebSocket Mode (`openai_ws_mode=true`) - 客户端: codex-tui/0.128.0  ## 错误日志  以下是脱敏后的典型错误日志：  ``` ERROR service/openai_ws_forwarder.go:710 
2194,功能建议：支持Veo3、SeeDance2,OPEN,,2026-05-05T06:45:25Z,,功能建议：支持Veo3、SeeDance2
2193,功能建议：在分组管理中支持维护分组下的账号成员,OPEN,,2026-05-05T04:56:12Z,,## 背景  目前在 **账号管理** 页面，可以进入单个账号并为该账号设置所属分组；也可以通过账号列表的批量编辑来批量调整账号分组。  但在 **分组管理** 页面中，创建或编辑某个分组时，无法直接查看 / 维护该分组下包含哪些账号。  ## 现有使用上的不便  当管理员以“分组”为管理对象时，例如希望维护某个套餐、某个账号池或某个业务分组下的账号成员，现在需要反向回到账号管理页逐个账号修改，或依赖筛选 + 批量编辑完成。  对于账号数量较多、分组较多的场景，这种操作路径不够直观，也容易出现漏选、误选或不知道当前分组成员是否完整的问题。  ## 希望增加的能力  希望在 **分组管理** 中增加维护账号成员的能力，例如：  1. 在分组列表或分组编辑弹窗中，可以查看当前分组已关联的账号数量和账号列表。 2. 编辑分组时，可以直接选择 / 取消选择该分组下的账号。 3. 支持按账号名称、平台、状态等条件搜索账号，便于快速加入或移除。 4. 保存后同步更新账号与分组的关联关系。  ## 预期效果  这样管理员既可以从“账号视角”给账号设置分组，也可以从“分组视角”维护该分组下有哪些账号，
2192,用户管理中充值记录不显示订阅，希望加套餐订阅次数限制,OPEN,,2026-05-05T04:32:16Z,,"<img width=""1323"" height=""531"" alt=""Image"" src=""https://github.com/user-attachments/assets/383bb877-88d7-4e58-b076-ce694cd29468"" />  <img width=""1455"" height=""165"" alt=""Image"" src=""https://github.com/user-attachments/assets/4cc27d24-94a0-441e-8c0c-d9c8cf0b490a"" />"
2189,gpt-image-2模型调用为啥会一直400错误,OPEN,,2026-05-04T17:47:22Z,,"响应内容： {   ""error"": {     ""message"": ""The 'gpt-image-2' model is not supported when using Codex with a ChatGPT account."",     ""type"": ""invalid_request_error""   } } <img width=""1239"" height=""765"" alt=""Image"" src=""https://github.com/user-attachments/assets/3892d249-2661-4158-916a-5997baf4a9f0"" />  但是 单独的进行测试链接 就可以正常的生图：  <img width=""480"" height=""958"" alt=""Image"" src=""https://github.com/user-attachments/assets/2ee371f6-54e6-40ab-8e59-ef6a42c1ae4a"" />  "
2188,渠道状态 的检测方式 希望适配 仅Claude Code,OPEN,,2026-05-04T15:19:03Z,,特别是对接其他sub2api上游时，如果上游sub2api开了 仅Claude Code 客户端 会影响 渠道状态的 检测结果，目前只是纯 `API-Anthropic-compatible`   检测，希望增加 claude code客户端检测形式
2187,出错的时候怎么打印请求体,OPEN,,2026-05-04T14:40:31Z,,"如题，自用搭建，codex一直报unexpected status 401 Unauthorized: {""code"":""INVALID_API_KEY"",""message"":""Invalid API key""}, sub2api这边只记录错误不记录详细日志 在网关抓了一下日志发现全加密，这要怎么调试？或者有人知道这个明明全是复制的还不停报401的问题怎么解决吗"
